movie_id,movielens_title,movielens_genres,tmdb_id,imdb_id,media_type,tmdb_source,tmdb_title,original_title,overview,poster_path,poster_url,backdrop_path,release_date,runtime,vote_average,vote_count,popularity,original_language,tmdb_genres,adult
49752,Red-Headed Woman (1932),Comedy|Romance,77966,0023385,movie,tmdb_movie,红发美人,Red-Headed Woman,莉尔在莱让德公司工作，导致比尔和艾琳离婚并与她结婚。她与商人盖斯特有一段婚外情，并利用他来迫使社会关注她。,/3Iv5sY7qWljRFEHQ3qsgRetIboC.jpg,https://image.tmdb.org/t/p/w500/3Iv5sY7qWljRFEHQ3qsgRetIboC.jpg,/cBsgEJhxaR1hGOOWR68A6sWXAMs.jpg,1932-06-25,79,6.600,53,0.4525,en,喜剧|爱情|剧情,f
49754,Daniel (1983),Drama,55819,0085398,movie,tmdb_movie,丹尼尔,Daniel,这是关于丹尼尔的故事——保罗和罗谢尔·艾萨克森夫妇之子，其父母在20世纪50年代被当作苏联间谍处决。60年代，丹尼尔在纽约攻读研究生期间投身反战抗议运动，他将自己的经历与对父母的记忆交织对比，并始终坚信父母当年是含冤受刑。,/5wr27gUyfi0sDdiTPa1jg48MvmK.jpg,https://image.tmdb.org/t/p/w500/5wr27gUyfi0sDdiTPa1jg48MvmK.jpg,/bs0QTuo2EBqiWTyeGUxke37TAfK.jpg,1983-08-26,130,6.667,36,1.3460,en,剧情,f
49757,Power (1986),Drama,46948,0091786,movie,tmdb_movie,叱咤风云,Power,彼德在新闻界是个呼风唤雨的经纪人，包装政客候选人是他的生财之道，颠倒是非，混淆视听是他的拿手好戏。那些被他包装的候选人有如傀儡一般被打扮成受人欢迎政治偶像，吹嘘阒根本无法实现的政治报复。凭借彼德的智慧和候选人充足的资金支持，选举往往是胜券在握。眼看新一届州长大选在即，竞选风云再起杀场，当他的老朋友俄亥俄洲的参议员Sam Hastings决定推出政界时，他迅速起草预备竞选，准备帮助一名神秘的商人。同时，他想知道围绕着参议员所发生的离间事件。而后来舆论歪曲了真实事件。,/6sj8HFCODqHah4DTCWs8uPp4IyL.jpg,https://image.tmdb.org/t/p/w500/6sj8HFCODqHah4DTCWs8uPp4IyL.jpg,/8ekazzF0sUaC8pfKdk5hL2j0uWl.jpg,1986-01-31,111,5.873,73,0.8737,en,剧情,f
49766,"Man Who Never Was, The (1956)",Drama|War,43791,0049471,movie,tmdb_movie,冒充者,The Man Who Never Was,影片复原了二战中的经典作战计划。二战期间英国以智谋试图获取德军最高命令以此他的军事力量从意大利转走。为了创造英军侵入希腊的这个梦幻计划，一个死尸被利用了起来。英军在他的身上放了“机密文件”，以让德军获取假情报，并最终取得了圆满的成功。而这具尸体在战争结束后也受到了厚葬。,/ajb6naQi07fPhyJQ9DxkrGNU4Sw.jpg,https://image.tmdb.org/t/p/w500/ajb6naQi07fPhyJQ9DxkrGNU4Sw.jpg,/ybrl3pEoMwJ9YVZnTdS2Tmyhvvu.jpg,1956-04-03,103,7.011,94,0.8220,en,惊悚|战争|剧情|历史,f
49772,"Painted Veil, The (2006)",Drama|Romance,14202,0446755,movie,tmdb_movie,面纱,The Painted Veil,电影讲述了20年代一对年轻的英国夫妇来到中国乡村生活的故事，在这美丽却凶险的环境中，他们经历了在其英国家乡舒适生活中绝对无法想象和体验的情感波澜，并领悟到了爱与奉献的真谛。故事以女主角吉蒂开篇，为了逃离20年代伦敦浮华却又空虚的社交圈，也为了防止自己变成一位老姑娘，吉蒂接受了沉默寡言的医生沃特·费恩的求婚。费恩在把吉蒂带到上海后，便迅速地投入到了他的细菌学研究中去。孤独的吉蒂和迷人的已婚男子查理·唐森发生了婚外情，当费恩发现时，他羞恨交加。为了报复，也为了重整自己的生活，费恩决定孤注一掷，带着吉蒂远走霍乱肆虐的偏远城镇。沃特从一尘不染的研究室走向了瘟疫流行的最前线，他慢慢地协助控制了当地的疫情。吉蒂则开始在一家由法国修女住持的修道院兼医院中做义工，并逐渐找回了生活的勇气和意义。沃特和吉蒂终于可以互相敞开心扉，但就在他们日渐亲密的同时，沃特染上了霍乱。沃特的生死决定了他们新近迸发出来的激情能否转化为永恒的爱情……,/k41IvHDLgZO2ae7RuU77wQjScIj.jpg,https://image.tmdb.org/t/p/w500/k41IvHDLgZO2ae7RuU77wQjScIj.jpg,/9r2vUgsFoYIvEryW77chX5moedT.jpg,2006-12-09,125,7.258,1278,2.2525,en,爱情|剧情,f
49793,We Are Marshall (2006),Drama,11170,0758794,movie,tmdb_movie,后继有人,We Are Marshall,本片讲述了一个发生在西弗吉尼亚亨廷顿小镇上的一个真实的故事，小镇上橄榄球传统历史悠久。几十年来，运动员、教练员、 球迷们和他们的家人们一起为马歇尔大学的球队加油助威。在当地，橄榄球已经不仅仅是一项运动，而为马歇尔大学橄榄球队加油已经成了人们的生活方式。但是1970年发生的那场事故改变了这一切。11月14日夜晚，马歇尔大学橄榄球队的教练和队员们从北卡罗来那比赛后乘机返回亨廷顿，结果飞机失事，75人全部罹难。这一重大损失给所有人的打击是无法弥补的。正当所有人都沉浸在悲伤之中而一蹶不振的时候，马歇尔大学Thundering Herd橄榄球队的年轻教练Jack Lengyel(Matthew McConaughey)却决定重新建立球队。虽然起初不被人看好，也经历了四处寻找球员的波折，但是在球队幸存者Red Dawson(Matthew Fox)的帮助下，一切似乎也并非不可能。渐渐地，小镇居民的态度也有所转变……,/imCyZwYb6CLGkQvaXxk2iJVlrjL.jpg,https://image.tmdb.org/t/p/w500/imCyZwYb6CLGkQvaXxk2iJVlrjL.jpg,/2aY1ZPtn0Nu0yBxdbG1oPtnpER3.jpg,2006-12-12,132,6.890,793,1.8504,en,剧情|历史,f
49815,"Place Promised in Our Early Days, The (Kumo no mukô, yakusoku no basho) (2004)",Animation|Drama|Romance|Sci-Fi|War,12924,0381348,movie,tmdb_movie,云之彼端，约定的地方,雲のむこう、約束の場所,战争之后，日本被分为南北两个部分。美军统治西的青森县，少年藤泽浩纪和白川拓也都喜欢同年级的同学泽度佐由理。他们的心中都有佐由理，还有那个东西——边境以北的津轻海峡，日本北海道联盟建立的高耸云端的“塔”。巨大而神秘的的塔，是三位少年少女的向往，他们约定，建造小型飞机，飞向塔去一探究竟。 中学三年级佐由理转学到东京。两位少年放弃了制造飞机的打算。浩纪考进东京的高中，拓也继续留在青森的高中就学，彼此在各自的道路上越走越远。 但是，多年后，佐由理在医院中陷入沉睡！这突如其来的病症让三人再次聚在一起。沉睡的病症，与塔的力量有神秘的联系，而塔本身，似乎也成了日本南北开战的据点。 卷入战争与爱情的三人，到底是救佐由理，还是救世界！命运的解答，似乎就在云的那一端，他们曾经约定的地方。,/hQfEJFMGHkQNo2ULrWXovKpgPPe.jpg,https://image.tmdb.org/t/p/w500/hQfEJFMGHkQNo2ULrWXovKpgPPe.jpg,/eSsuO7T8Epurn2kGJsw2Gp9E8UE.jpg,2004-11-20,90,6.580,558,1.8527,ja,动画|冒险|剧情|爱情,f
49817,"Plague Dogs, The (1982)",Adventure|Animation|Drama,30060,0084509,movie,tmdb_movie,疫病犬,The Plague Dogs,两只狗从英国政府的一个研究实验室逃走了。在当局追捕逃犯的过程中，两只狗寻找它们原来的主人，寻找一个可以摆脱人类罪恶和残酷的地方。,/gLKf3C4O1ZlkWrz0awUfgRneumL.jpg,https://image.tmdb.org/t/p/w500/gLKf3C4O1ZlkWrz0awUfgRneumL.jpg,/FwV9a72BGBtaRpAEwvPaYfCMon.jpg,1982-10-01,103,7.800,292,1.6771,en,冒险|动画|剧情,f
49822,"Good Shepherd, The (2006)",Drama|Thriller,1247,0343737,movie,tmdb_movie,特务风云,The Good Shepherd,爱德华·威尔森(马特·达蒙Matt Damon 饰)因童年的悲剧在心底根植入荣誉的情愫。1939年，正在耶鲁大学就读的他被秘密社团“骷髅会”看中，将他招募为会员，随即他又加入了二战期间的战略情报局。威尔森成为了情报局的核心成员和创建者。然而，长期的尔虞我诈让他多疑的天性与日俱增，在冷战的进程中，威尔森青年时期的最初理想已经被消磨的面目全非。而职业惯性已经把威尔森推离了正常的生活轨道，他与妻子玛格丽特(安吉丽娜·朱莉Angelina Jolie 饰)之间的矛盾日益加深，两人的婚姻名存实亡。为了国家，威尔森不但牺牲了个人理想，连家庭和亲情也因他的蜕变而陷入绝境...... ©豆瓣,/qP6kbqzLgPUgmRYaGjdh4KkN2N1.jpg,https://image.tmdb.org/t/p/w500/qP6kbqzLgPUgmRYaGjdh4KkN2N1.jpg,/kR0b1QrKIn4AJs1a56ejU7tWfoh.jpg,2006-12-11,167,6.400,1298,2.6842,en,剧情|惊悚|历史,f
49824,Dreamgirls (2006),Drama|Musical,1125,0443489,movie,tmdb_movie,梦女孩,Dreamgirls,　　60年代的底特律，3个黑人女孩蒂娜(碧昂丝•诺尔斯 Beyonce Knowles 饰)、埃菲 (詹妮弗•哈德森Jennifer Hudson 饰)和劳莱尔(阿尼卡•诺尼•罗斯Anika Noni Rose 饰)组成了“梦想”组合，一心要在选秀赛中开拓歌唱生涯。然而，比赛结果却令她们大失所望，柳暗花明的是，她们被经纪人柯蒂斯（杰米·福克斯 Jamie Foxx 饰）看中，雄心壮志的要把她们打造成受市场欢迎的流行歌手。  　　于是，三个女孩的开始踏上充满未知的星途。柯蒂斯为他们设计了一整套方案，跟大牌歌手的舞台上表演和声，然后把重新定位组合中三个人的角色，让她们独立演出——歌喉最好但外形不足的埃菲被撤掉主唱的位置，而相貌出众的蒂娜则担当主唱。这使得组合内部掀起了风暴。三个歌手之间的关系开始在成名路上变得不再单纯， 埃菲和柯蒂斯之间的恩怨也在纠缠交织。,/6bNoDyxaIsDxzWsqUY0R4O1MU8l.jpg,https://image.tmdb.org/t/p/w500/6bNoDyxaIsDxzWsqUY0R4O1MU8l.jpg,/8wYluVq5AVXhnFFMhUYD9D4rTz5.jpg,2006-12-25,130,6.715,1084,2.3303,en,剧情|音乐,f
49856,"Page Turner, The (Tourneuse de pages, La) (2006)",Drama|Musical|Thriller,8436,0487503,movie,tmdb_movie,翻乐谱的女孩,La Tourneuse de pages,"　　十年前，梅拉妮（黛博拉·弗朗索瓦 Déborah François 饰）是一个钢琴上的精灵，相信自己会在比赛中脱颖而出，相信自己的未来掌握在翻飞的琴键当中。可是，偏偏有那么一幕，意外地让她的梦想轻易破灭，一切都难以重来。
 　　十年后，她习惯了安静的生活，平淡的工作，只是去老板家里照顾他妻儿时，重新见到了当年那个不小心让她演奏失误的人——老板的妻子阿里安妮（凯瑟琳·弗洛 Catherine Frot 饰）。她开始复仇，处心积虑，不露声色，她为仇人翻琴谱，让仇人的钢琴事业企上高峰，甚至令阿里安妮爱上自己，这一切，都只为在最后的时刻，狠狠摧毁那个藏在内心已久的敌人。",/wlgn5hjKLAiGduB0iE8pdtWChU2.jpg,https://image.tmdb.org/t/p/w500/wlgn5hjKLAiGduB0iE8pdtWChU2.jpg,/uyZMq9VTihrWBVXzIQUkB8P8Nnq.jpg,2006-08-09,85,6.527,149,0.4797,fr,剧情|音乐|惊悚,f
49872,Loose Change: Second Edition (2006),Documentary|Mystery,14277,0831315,movie,tmdb_movie,脆弱的变化：第二辑,Loose Change,关于2001年9月11日袭击事件的错误信息的纪录片。研究最好的新闻业，比迈克尔·摩尔的《华氏9/11》更好。值得每一分钟，只是为了听听这部纪录片的想法。一定要看这部电影，从这些家伙那里订购DVD来支持他们。,/qrXbySlCrL5ODrLckuOBBabh2AA.jpg,https://image.tmdb.org/t/p/w500/qrXbySlCrL5ODrLckuOBBabh2AA.jpg,/5IoSxJRrpQUgIXLTev6MET3R5fd.jpg,2005-12-11,82,6.800,55,0.1547,en,纪录,f
49902,"Decameron, The (Decameron, Il) (1971)",Comedy|Drama,33583,0065622,movie,tmdb_movie,十日谈,Il Decameron,"影片取材于意大利文艺复兴时期薄伽丘的著名小说集《十日谈》，帕索里尼从中挑选了8个（亦有说10个）发生在那不勒斯等意大利南部地区的故事进行拍摄（原著中以佛罗伦萨地区故事为主），这些故事大多以揭露教会虚伪丑恶本质为宗旨，并鲜明地表现了作者对人性解放的肯定态度。  　　原著《十日谈》是意大利文艺复兴时期最重要的文学作品之一，它以十四世纪黑死病横行的时期为背景，通过十位青年所讲述的一百个故事，大胆鞭挞了当时天主教会的种种丑行，表现出平民阶层追求自由、摆脱宗教束缚的渴望。这部现实主义风格明显的作品堪称欧洲古典文学的杰作，被后人誉为和但丁《神曲》齐名的"" 人曲""。  　　意大利新现实主义影片后期崛起的导演帕索里尼，延续了自己六十年代以古代神话题材警醒当今世人的创作路线，以相对通俗化的手法连续改编拍摄了《十日谈》、《坎特伯雷故事》和《一千零一夜》三部古典名著影片，合称""生命三部曲""。因为这三部影片中裸露镜头较多，又采用了较为通俗的娱乐片路线，有的电影学者也称之为帕索里尼的""色情三部曲""。对此帕索里尼本人阐述了自己的创作观点：""我向观众表现的是整个世界，封建的世界，在这个世界里，情欲极其深刻而狂热地起着支配一切的作用。……我要推出这个世界并且说：你们可以比较一下，我要向你们表明，我要向你们诉说，我要向你们提醒。""",/y4wqhMP8uYnluUzOmniH3PMEVzz.jpg,https://image.tmdb.org/t/p/w500/y4wqhMP8uYnluUzOmniH3PMEVzz.jpg,/9CbH2EktREWAur7XLBeFNFNr5BQ.jpg,1971-08-25,111,6.827,358,2.6608,it,历史|剧情|喜剧,f
49910,Freedom Writers (2007),Drama,1646,0463998,movie,tmdb_movie,自由作家,Freedom Writers,"　　爱林（希拉里·斯万克 Hilary Swank饰）从事的第一份教育工作，就是在威尔逊学校一个糟糕透顶的班级里担任老师。这里有着给老师们带来噩梦的学生：他们虚度光阴，消磨时辰，把学校当成18岁之前的游乐场；更混乱的是，学生们来自社会里的不同种族和各类底层阶级，分帮结派互相斗殴。
 　　爱林想方设法让仇恨远离孩子们的心，消解他们之间的敌意，可是，作为一名白人老师，孩子们对她树起了重重心墙，爱林的教育理想在现实中一次又一次地碰壁。
 　　孩子们跌入深渊的心灵是否无药可救，他们的未来能否在爱林的循循教导下重现曙光，爱林的肩上承着千斤重担，她只有一本或者可以感化孩子的《安妮日记》，以及一颗热忱真诚的心，带领迷失的孩子找到明灯。",/221iE3mK1lRc4QzREXtj2dKjpw9.jpg,https://image.tmdb.org/t/p/w500/221iE3mK1lRc4QzREXtj2dKjpw9.jpg,/oVCyqxwLkRPJC51w89Dwp6VL9vk.jpg,2007-01-05,123,7.929,2436,3.3882,en,犯罪|剧情,f
49917,When the Levees Broke: A Requiem in Four Acts (2006),Documentary,58923,0783612,tv,tmdb_tv,The Daily Edition,The Daily Edition,,,,,,60,0.000,0,0.0214,en,,f
49926,"Intruder, The (L'intrus) (2004)",Drama,47143,0422491,movie,tmdb_movie,入侵者,L'Intrus,一个关于重新开始与逃离可能性的神秘而迷人的故事，既是内心之旅也是现实远行的寓言。影片跟随一位68岁神秘男子（米歇尔·苏博尔 饰）的环球旅程——他为寻找失散多年的儿子和替换衰竭心脏的新器官而踏上征途。,/1JoplARZHYKjfpSnh1wWsTZojHX.jpg,https://image.tmdb.org/t/p/w500/1JoplARZHYKjfpSnh1wWsTZojHX.jpg,/7wDjGVCKHJLEwj53gxESNs9xG6H.jpg,2005-05-04,119,6.500,49,0.4519,fr,剧情,f
49929,Katzelmacher (1969),Drama|Romance,7736,0064536,movie,tmdb_movie,卡策马赫尔,Katzelmacher,本片是根据法斯宾德同名话剧改编。“卡策马赫尔”是德国当地人对外籍劳工的蔑称，暗示外籍工人的性行为就象一只发情的雄猫一样，有人甚至因此而将该片译为“阳具艺术家”。“局外人不仅只是必需忍受孤寂的侵蚀，同时也不得不去对抗来自群体的偏见和敌意，这是法斯宾德早期作品中的重要主题。”同时，影片移植于“反戏剧剧团”的带有先锋色彩的形式感也趋于成熟。世界著名电影刊物《画面与音响》的记者评论到：“看过《卡策马赫尔》之后可以断言，法斯宾德是一个真正的天才，他在戈达尔与施特劳布所做出的开创性业绩的基础上，正开拓着新的天地。”,/xm4Ez9e3kikbUPPlU8FSJqCMGgQ.jpg,https://image.tmdb.org/t/p/w500/xm4Ez9e3kikbUPPlU8FSJqCMGgQ.jpg,/10fwnbvtPHEslBnsiXMISDkdPFF.jpg,1969-11-22,90,6.445,55,0.4399,de,剧情,f
49932,Inland Empire (2006),Drama|Mystery|Thriller,1730,0460829,movie,tmdb_movie,内陆帝国,Inland Empire,Nikki Grace(劳拉·邓恩饰)和Devon Berk(加斯丁·特奥克斯)在Kingsley Stewart(杰里米·艾恩斯饰)的新片中担任主角，所拍摄的电影片名是《On High in blue tomorrows》。Nikki过于投入到戏中的角色，导致她的生活乱得一团糟。渐渐地，她开始混淆现实生活与她所扮演的人物(Susan Blue)与男主角Devon(在影片中的角色名字是Billy Side)。电影《On High in blue tomorrows》所要讲述的故事是发生在从前的，结果因为两位主角的意外身亡而使得拍片计划半途而废。但是，对于Nikki来说却是越来越混乱。在现实生活中，她的角色(Susan Blue)变得越来越真实，甚至比她自己还要真实……,/6UBpa9SyYh2JNAuJkPSTG2wuEiw.jpg,https://image.tmdb.org/t/p/w500/6UBpa9SyYh2JNAuJkPSTG2wuEiw.jpg,/qyePa65qZVnuYWivTBXkHV9aI3A.jpg,2006-12-06,180,7.000,1266,3.1102,en,恐怖|惊悚|悬疑|剧情|奇幻,f
49951,Sebastiane (1976),Drama|Thriller,42241,0075177,movie,tmdb_movie,塞巴斯蒂安,Sebastiane,故事发生在公元300年的罗马帝国，一场大火将罗马国王迪奥克里田（Robert Medley 饰）的王宫付之一炬，损失十分的惨重。侍卫队长塞巴斯蒂安（莱昂纳多·特雷维谬 Leonardo Treviglio 饰）曾是罗马国王最为宠幸的男人，在此次事故之中却沦为了罪魁祸首，为了惩罚他，国王不得不将他放逐到了茫茫的沙漠之中。贾斯丁（理查德·沃里克 Richard Warwick 饰）、阿迪安（Ken Hicks 饰）、马鲁斯（Steffano Massari 饰）等六名士兵负责看管塞巴斯蒂安，然而对于他们来说，这并不是一件好差事。一行人在无穷无尽的沙漠中行走着，白天，他们练习格斗以消磨时间，每当夜晚来临，一种奇妙的气氛渐渐的浮上水面。,/uBnB2LRhWbTyQQ3g5VMeIhVO4of.jpg,https://image.tmdb.org/t/p/w500/uBnB2LRhWbTyQQ3g5VMeIhVO4of.jpg,/x12t7AMcvHd4K4LdW5md4aFQGBA.jpg,1976-12-17,86,6.600,83,0.9456,la,剧情|历史|惊悚,f
49953,Caravaggio (1986),Drama,20537,0090798,movie,tmdb_movie,卡拉瓦乔,Caravaggio,"影片是对性、犯罪行为和艺术的一种深思，导演成功地将影象和绘画这两件生命中重要的元素呈现出来，丰富地描绘出意大利传奇画家的一生。
 本片是一部传记体影片。英国的先锋派导演贾曼也是一名画家，他怀着对卡拉瓦乔这位伟大的艺术家的崇敬心理和对画家生活的浓厚兴趣，拍了这部关于艺术家生活片断的作品。本片的手法和题材不拘一格，从各角度都给人以新鲜感。本片获得1986年柏林国际电影节银熊奖，是英国1986年最卖座影片之一。",/4TsayIEhoId7iahurgpKSNdSdEo.jpg,https://image.tmdb.org/t/p/w500/4TsayIEhoId7iahurgpKSNdSdEo.jpg,/6srA1KSWjnysZivKIFZmROTzZuI.jpg,1986-08-29,93,6.100,159,1.0519,en,剧情|历史|爱情,f
49957,"History Boys, The (2006)",Comedy|Drama,8618,0464049,movie,tmdb_movie,历史系男生,The History Boys,"这是一群高智商男生们的故事。二十世纪八十年代，英国北部的一所男子中学里，八个高中生正积极准备着牛津和剑桥大学的招生考试。这几个男生性格各异。有万人迷，自视甚高的Dakin（多米尼克•库珀 Dominic Cooper 饰）；有四肢发达头脑不简单的Rudge（拉塞尔•托维 Russell Tovey 饰）等。他们对课本对知识有属于自己的解读。
 教他们文学的是个肥胖，教学方式独特的怪老头Hector（理查德•格雷弗斯 Richard Griffiths饰），他主张学生通过课本获得情感上的共鸣和享受，而不是单纯为了升学而读。与他教学模式相反的则是学校新聘请的老师Tom（斯蒂芬•坎贝尔•莫尔 Stephen Campbell Moore 饰）。Tom的目标则是协助这些孩子尽可能考上牛津或剑桥。两种老师的两种教学模式，究竟孰优孰劣，或许并没有一个标准答案。",/a8JNAt4SAmY1c36Ux5zvsmOKh4h.jpg,https://image.tmdb.org/t/p/w500/a8JNAt4SAmY1c36Ux5zvsmOKh4h.jpg,/A159OAi9EAU9v4l3sfMhpMqSK5v.jpg,2006-10-02,109,6.633,215,0.8160,en,剧情,f
49961,Notes on a Scandal (2006),Drama,1259,0465551,movie,tmdb_movie,丑闻笔记,Notes on a Scandal,伦敦北部的圣乔治学校，美丽的希芭·哈特(凯特·布兰切特饰)成为这所学校新的美术老师。她的到来引起了同事芭芭拉·卡福特(朱迪·丹奇饰)的注意，她在自己的日记中写到她无法说清楚这个新来的人“是一个斯芬克斯女神还是一个很简单的傻瓜”。在一次课堂上，她出手帮助毫无经验的希芭来摆平搅乱纪律的学生，两个人因此而结为好友。为了表示谢意，希芭邀请芭芭拉去她家吃午餐。希芭有一个年纪她大很多岁的丈夫理查德（比尔·奈伊饰），这个老男人的脾气十分暴躁，还有一个喜怒无常的十几岁的女儿波丽 (Juno Temple饰)以及先天愚型的儿子本(迈克斯·路易斯饰)。正是由于芭芭拉在自己的日记里，对每一件事情都做出无比尖酸刻薄的评价，影片把哈特一家碌碌无为的中产阶级生活方式刻画得入木三分，加上布兰切特精确演绎出希芭对她的家庭的热爱，同时还有一个女人因为过早结婚，开始工作却又过晚而在内心产生的种种不满。一天下课后，芭芭拉无意中看到希芭正在与一个满脸长着雀斑的男孩偷情。这个15岁的男孩出生于工人阶级家庭，名字叫斯帝文·康纳利(安德鲁·辛普森饰）。事情败露之后，芭芭拉直接面对希芭。在一系列的闪回镜头中，希芭流泪满面地供认了自己与学生的恋情开始于上门补习课程时，最终在铁路旁边开始了肮脏的约会。芭芭拉意识到握住了好友的把柄，虽然答应保守秘密，但是也无不暗示出希芭的处境很危险，她随时都有可能说出去……,/k1K9iIcjq1iRGtHh75GF64OF6xW.jpg,https://image.tmdb.org/t/p/w500/k1K9iIcjq1iRGtHh75GF64OF6xW.jpg,/cn1AjfcI8B2CxekvYYZWkLf5muE.jpg,2006-12-25,92,7.095,988,2.6381,en,剧情|爱情,f
49973,Children Shouldn't Play with Dead Things (1973),Horror,20842,0068370,movie,tmdb_movie,孩子不能同鬼玩,Children Shouldn't Play with Dead Things,以艾伦为首的一群嬉皮演员来到位于东部海岸名为“安葬之岛”（掩埋死人的岛屿）的地区度假，期间他们利用古代巫术企图使死人复活。这本来是艾伦给演员们开的玩笑，可没想到巫术竟然成功，成群结队的死人破土而出。惊慌失措的人们到处逃窜，但是丧尸群无处不在地追杀他们，让他们为自己愚蠢行为而付出生命的代价……,/bLWtAzj3zlqVBjv07v9KcGOLpiv.jpg,https://image.tmdb.org/t/p/w500/bLWtAzj3zlqVBjv07v9KcGOLpiv.jpg,/A3ZszCrmyJraa6h4HCgMSzg3nK8.jpg,1972-06-09,86,5.400,102,0.4974,en,恐怖|喜剧,f
49979,Desert Heat (Inferno) (1999),Action,10908,0139151,movie,tmdb_movie,复仇战将,Inferno,　　《复仇战将》讲述了爱迪是位失落的退伍军人，找个藉口了断生命，是他目前生活唯一重心。某日，邻镇一群游手好闲的蛮汉偷走爱迪的心爱机车，并将爱迪打伤。这使得爱迪勃然大怒，誓言复仇。随后，在尔利先生等人的协助下，爱迪终于取回自己的爱车，也对生命重新有了诠释。,/n5C3PSYfjpUqBhyVWEWJQmM3Sr9.jpg,https://image.tmdb.org/t/p/w500/n5C3PSYfjpUqBhyVWEWJQmM3Sr9.jpg,/vRx6kzCItpqwnYCcj2z8qf70gv3.jpg,1999-09-25,95,6.200,352,2.4184,en,动作|剧情|爱情,f
49994,"Life of Jesus, The (La vie de Jésus) (1997)",Drama,27067,0120448,movie,tmdb_movie,人之子,La Vie de Jésus,　　居住在法国北部城镇的弗莱迪是一个无所事事的青年，他的母亲靠经营小餐馆为生，母亲的溺爱让弗莱迪根本不去考虑未来。他或者和三五好友骑着摩托车招摇过市，或者和女友玛莉纵情享受鱼水之欢。在这个平静得近乎无聊的小镇，甚至死亡也无法激起太多涟漪。然而，一些阿拉伯移民却改变了弗莱迪的生活轨迹。张扬倔强的阿拉伯青年卡德主动向玛莉搭讪，这引起弗莱迪一伙强烈的不满……,/bOoBwABuUXzsq43UJN3b0XfAjOU.jpg,https://image.tmdb.org/t/p/w500/bOoBwABuUXzsq43UJN3b0XfAjOU.jpg,/8nzazBKjnS4VlV74MKbPsnpbKaX.jpg,1997-06-04,96,6.654,91,0.5213,fr,剧情,f
50003,DOA: Dead or Alive (2006),Action|Adventure,9053,0398913,movie,tmdb_movie,生死格斗,DOA: Dead or Alive,故事开始于日本一个不知名的宫殿，公主霞不顾众人的阻拦，执意要参加一年一度的“生死格斗”大赛，作为天之骄女的她，目的当然不是那让人垂涎的千万奖金，而是要打探哥哥疾风的下落……疾风在一年前参加“生死格斗”之后，神秘失踪，下落不明。虽然霞身边所有的人都猜测疾风可能已经在武斗中死了，可是不找出真相，霞的内心总是感到一阵阵的不安。拗不过倔强的霞，霞的童年玩伴兼保镖隼也跟随她而去，这次历险，让本来就互相爱慕的两颗心靠得更近。,/hmnz1KOiNmxT6FpYsDYg58HbJwP.jpg,https://image.tmdb.org/t/p/w500/hmnz1KOiNmxT6FpYsDYg58HbJwP.jpg,/dhRcHRpnKZR4k7lPu7MB5q5FOgb.jpg,2006-09-07,87,5.300,923,4.2685,en,冒险|动作|惊悚,f
50005,Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006),Action|Drama,1494,0473444,movie,tmdb_movie,满城尽带黄金甲,滿城盡帶黃金甲,满城的菊花，意态舒展。人的忧思，却绞缠于胸。金碧辉煌的宫廷里，心绪不宁的皇后领着王子们在等王。宫闱上下，因为这个即将到来的重阳，忙碌得有序而繁密。一场盛大仪式准备就绪，王却悄然回宫，他好像要有意冷落那些恭候已久的人们，不给他们一个稍微镇定的机会去察言观色，暗自忖量。独自一人的时候他开怀大笑，他的笑里好像有很多的秘密。王是这样的王，仿佛振一振袍子，也有雷霆迅至。大的王子是祥，他的秘密太沉太重，矜贵之躯，也被这秘密打发成落魄的形骸。小的王子是昌，他的笑容灿烂，但是金玉之体，转过身来是温厚端笑，变过身去，嘴角竟有了一丝冷凝。,/ifd1VMBBu9NG9sfIW0lujBVbZlO.jpg,https://image.tmdb.org/t/p/w500/ifd1VMBBu9NG9sfIW0lujBVbZlO.jpg,/m3zGXY61pnFZ12gXnJgO0Mg0RWG.jpg,2006-12-14,114,6.860,820,3.1790,zh,动作|剧情|奇幻,f
50011,"Bothersome Man, The (Brysomme mannen, Den) (2006)",Comedy|Drama|Fantasy|Mystery,13318,0808185,movie,tmdb_movie,超完美地狱,Den brysomme mannen,"　　对于年过不惑的安德里亚斯（Trond Fausa Aurvaag斯荣德•福斯•奥瓦格 饰）来说，人生似乎在没有什么值得留恋的了，他选择结束自己的生命。他的灵魂乘坐巴士来到一片平静的土地，这里与人间没有什么区别，而且更加平和安宁。
 　　人生仿佛重头开始，安德里亚斯得到一幢舒适的别墅和一份安逸的工作，生活没有压力，很快与周围的人打成一片，并且结识了美丽的室内设计师安妮•碧特（Petronella Barker 饰）。生活惬意，饮食无忧。
 　　但是没有痛苦的世界却也缺少活着的感觉，安德里亚斯再次想到自杀，却发现死亡如今已成为奢望……",/vJtIP0S80VGxRhaaWsCM07VCRWn.jpg,https://image.tmdb.org/t/p/w500/vJtIP0S80VGxRhaaWsCM07VCRWn.jpg,/4oNqLwhCrABbf9L78YE3y5WIqrY.jpg,2006-05-26,95,7.100,269,0.6368,no,喜剧|剧情|奇幻,f
